"Year","COUNTYNAME","Sex","c0to4","c5to9","c10to14","c15to19","c20to24","c25to29","c30to34","c35to39","c40to44","c45to49","c50to54","c55to59","c60to64","c65to69","c70to74","c75to79","c80to84","c85","Total_pop"
1996,"新竹","Female",31149,29118,29822,32285,29951,32390,33787,30283,26181,19221,13849,14892,12624,10907,8143,5053,2948,2041,364644
1996,"苗栗縣","Male",23088,21617,23175,25816,24744,26225,26425,24038,20384,15135,11525,13427,11796,11136,7584,4644,2649,1226,294634
1996,"苗栗縣","Female",21134,19867,21833,24304,22850,22581,21204,19801,17522,13768,10607,12322,10969,9872,7186,4781,2934,1930,265465
1996,"彰化縣","Male",51687,51755,58420,66651,59283,56760,57894,54086,47704,36950,25551,28162,25185,21505,14237,8248,4437,2067,670582
1996,"彰化縣","Female",47374,46575,55085,62354,55961,51246,50319,47024,42285,33174,23401,26235,24927,20801,15260,10294,5936,3649,621900
1996,"南投縣","Male",21798,20476,22017,24841,23396,25125,25963,23908,20938,15862,11399,12899,11614,10814,7358,4098,2259,986,285751
1996,"南投縣","Female",19980,18489,20740,23582,22059,22339,21595,20098,17826,14215,10595,12262,11054,9695,6762,4523,2583,1519,259916
1996,"雲林縣","Male",29003,24353,29333,35116,34466,36538,36885,31515,27575,23071,17731,19876,17555,14910,9376,5711,2975,1252,397241
1996,"雲林縣","Female",26654,22290,27240,33552,32638,28981,26008,23149,22037,19068,16057,18993,17714,15623,10688,7712,4320,2462,355186
1996,"嘉義","Male",31432,28678,31779,37039,35852,38746,40803,36587,31443,24280,16897,19759,18412,16878,11276,6769,3291,1547,431468
1996,"嘉義","Female",29158,26621,29706,35397,34441,33987,32396,29351,26515,22219,16730,20065,19070,16269,10993,7376,4252,2546,397092
1996,"屏東縣","Male",35282,32036,35660,43190,41008,43353,43514,39715,35253,28128,19147,20906,18258,17828,12399,7335,3624,1261,477897
1996,"屏東縣","Female",32365,30372,33580,41259,38408,37557,36136,34401,31721,25583,18015,19480,17707,15054,10797,7077,3650,1791,434953
1996,"臺東縣","Male",9924,8549,9676,11709,12559,13311,12988,11027,9269,7070,5195,5278,5002,5845,4995,2888,1529,512,137326
1996,"臺東縣","Female",8939,7637,9198,11008,11321,10214,9013,8557,8112,6807,5021,5423,4855,4106,2965,1834,971,524,116505
1996,"花蓮縣","Male",13928,12431,14028,16732,16705,17149,16619,15437,14018,10521,7385,7346,6735,8421,7077,4090,2096,789,191507
1996,"花蓮縣","Female",12873,11676,13222,15580,15467,14409,13454,13532,12333,9998,7331,7401,6398,5208,3870,2207,1387,807,167153
1996,"澎湖縣","Male",3044,2832,3431,4239,4505,4221,3961,3665,3071,2387,1815,2051,2316,2446,1662,988,486,221,47341
1996,"澎湖縣","Female",2758,2753,3181,3946,3927,3368,3035,3006,2721,2372,1835,1927,2258,1960,1535,1091,644,429,42746
1996,"基隆市","Male",14074,14288,14608,16674,16716,17658,18199,17518,15442,11041,6490,7121,6220,6657,5473,3003,1495,536,193213
1996,"基隆市","Female",12880,13014,13777,15881,15551,16538,17065,16404,14995,10972,6812,7826,6100,5024,3752,2285,1269,841,180986
1996,"金門縣","Male",1579,1975,2541,2622,2513,1766,1671,1513,1485,1117,1116,1359,1416,928,632,455,231,158,25077
1996,"金門縣","Female",1520,1821,2338,2552,1920,1184,1334,1466,1659,1166,948,972,1008,919,767,497,422,354,22847
1996,"連江縣","Male",174,223,265,321,461,285,305,276,266,179,152,145,110,114,84,55,28,15,3458
1996,"連江縣","Female",175,176,236,324,279,154,184,222,180,139,83,78,89,91,83,52,38,20,2603
1997,"新北市","Male",125404,142647,143829,173611,152326,145254,153189,159440,146098,113540,64070,54740,42044,45083,36179,21366,9670,4938,1733428
1997,"新北市","Female",116104,130650,135866,162472,144671,144787,164337,167700,150590,114439,63514,57828,43613,33368,25591,16490,9046,6041,1687107
1997,"臺北市","Male",92351,92731,97313,109567,98440,98872,106640,114120,114509,97236,56050,47743,38500,45363,40672,26220,12619,6691,1295637
1997,"臺北市","Female",84787,83093,90394,104687,96162,107599,120718,128327,124968,102718,58955,53798,43034,36831,29272,19322,10791,7400,1302856
1997,"桃園市","Male",69673,72820,70241,78444,68305,70759,75680,73132,62438,45406,26162,23638,20413,31271,25246,12226,5674,2607,834135
1997,"桃園市","Female",63924,66202,65267,74156,65435,70392,76108,72290,62333,47007,27974,26392,20302,15935,11799,7593,4311,2916,780336
1997,"臺中","Male",96863,103297,103997,117344,100263,98358,105458,104789,93020,71935,41844,38772,32205,34347,26973,14143,6244,2793,1192645
1997,"臺中","Female",89272,94810,97247,111281,97091,101009,110965,106913,92550,70561,42341,40477,33032,26680,19128,12405,7116,4199,1157077
1997,"臺南","Male",64892,68104,72025,85738,77724,75997,81851,84313,74651,59691,35547,35849,33545,33052,24151,14138,6693,3352,931313
1997,"臺南","Female",59989,62936,67643,81123,74471,72819,77462,78293,68357,55388,34713,36809,35296,29593,20878,13950,8011,5018,882749
1997,"高雄","Male",96078,99696,103866,129157,124836,120586,120223,117968,110806,92417,55182,50771,40914,43583,33917,18042,7464,3215,1368721
1997,"高雄","Female",89012,91634,96820,122300,118027,113596,113816,115991,111129,92406,54144,51849,41319,32128,23326,14985,7759,4340,1294581
1997,"宜蘭縣","Male",18787,18024,17825,21525,20954,21495,21140,19689,17035,13232,9070,10842,9859,9044,6775,3866,1948,848,241958
1997,"宜蘭縣","Female",17284,16341,16835,20499,19878,19479,18333,17975,15980,12748,8810,10566,9334,7574,5518,3843,2250,1398,224645
1997,"新竹","Male",33820,33074,30620,35314,31809,33948,37122,35663,29366,22120,14097,14587,13013,13881,11756,6965,3388,1718,402261
1997,"新竹","Female",31432,30017,28669,32843,30145,32528,33718,31643,27041,21026,13977,14977,12922,11174,8515,5403,3096,2134,371260
1997,"苗栗縣","Male",22683,21547,22013,26087,24559,25809,25573,24672,20798,16396,11317,13135,11967,11192,8053,4852,2692,1375,294720
1997,"苗栗縣","Female",20708,20009,20725,24679,22575,22058,20657,20118,17748,14804,10543,12086,11196,10153,7468,5019,3023,2055,265624
1997,"彰化縣","Male",51394,51400,55672,66603,60747,56373,56286,55548,48356,39392,25824,28053,25288,21788,15128,8870,4405,2269,673396
1997,"彰化縣","Female",47054,46295,51940,62637,57122,50723,49205,48025,42854,35696,23438,26091,25087,21494,15855,10888,6014,3930,624348
1997,"南投縣","Male",21535,20417,21018,25018,23360,24590,25149,24458,21201,17345,11157,12801,11652,10857,7808,4373,2234,1107,286080
1997,"南投縣","Female",20008,18590,19796,23652,22113,21720,20822,20531,18068,15286,10520,12151,11272,9922,7147,4734,2662,1633,260627
1997,"雲林縣","Male",29264,24156,27406,34554,34853,35504,36053,32673,27717,24610,17581,19671,17707,15095,10125,5811,3057,1455,397292
1997,"雲林縣","Female",26666,22028,25620,32909,32885,28907,25180,23620,22173,19975,15898,18615,17875,15899,11332,7865,4476,2698,354621
1997,"嘉義","Male",31539,28778,30137,36851,35925,37638,39707,37664,31918,26401,16886,19476,18431,16776,11940,7104,3397,1743,432311
1997,"嘉義","Female",29345,26579,28225,35053,34735,33347,31658,30158,26721,23665,16622,19784,19315,16556,11622,7665,4359,2797,398206
1997,"屏東縣","Male",35294,32224,33773,42493,41337,41976,42654,40532,35706,30174,19164,20927,18515,17646,12848,7721,3667,1575,478226
1997,"屏東縣","Female",32174,30230,31769,40405,38970,36818,35145,34790,32487,27222,18227,19556,17975,15497,11006,7489,3800,1978,435538
1997,"臺東縣","Male",9705,8620,9066,11513,12166,12900,12852,11275,9582,7523,5201,5274,4880,5446,5167,2999,1543,684,136396
1997,"臺東縣","Female",8977,7892,8361,10936,11078,10028,9048,8610,8118,7239,5145,5384,4975,4165,3102,1985,994,569,116606
1997,"花蓮縣","Male",13795,12551,13130,16709,16601,16524,16459,15447,14402,11182,7473,7317,6604,7784,7327,4340,2116,967,190728
1997,"花蓮縣","Female",12922,11899,12382,15524,15281,14197,13056,13627,12526,10664,7282,7514,6589,5316,3887,2436,1356,891,167349
1997,"澎湖縣","Male",3095,2860,3315,4118,4448,4256,3974,3758,3263,2693,1810,1963,2268,2404,1775,1044,483,256,47783
1997,"澎湖縣","Female",2794,2756,3037,3876,3945,3455,3035,3155,2830,2576,1862,1948,2184,2052,1598,1174,643,466,43386
1997,"基隆市","Male",13914,14634,14005,16817,16738,17528,18101,18060,15872,12220,6741,7224,6113,6506,5576,3261,1501,672,195483
1997,"基隆市","Female",12848,13356,13096,15934,15721,16486,17024,16915,15296,12230,7005,7876,6410,5116,3878,2510,1296,890,183887
1997,"金門縣","Male",1664,1892,2436,2653,2684,2065,1873,1664,1760,1279,1061,1317,1583,1051,609,480,240,188,26499
1997,"金門縣","Female",1607,1771,2304,2484,2245,1509,1497,1544,1862,1454,959,976,1026,1040,864,559,433,447,24581
1997,"連江縣","Male",221,250,255,363,533,470,489,475,418,311,234,195,161,153,105,68,30,21,4752
1997,"連江縣","Female",216,205,233,324,415,311,281,346,323,232,151,122,162,122,88,64,48,24,3667
1998,"新北市","Male",118007,141396,141426,172150,158463,146148,151247,161042,149363,123120,68679,57689,42722,43285,37945,22720,10354,5523,1751279
1998,"新北市","Female",109970,128606,133802,161638,150558,143000,160414,169978,155570,125345,68511,60036,45861,34483,26967,17571,9489,6546,1708345
1998,"臺北市","Male",93280,91667,95066,109314,99866,98659,106185,114338,115468,103695,60703,49986,38838,43369,42031,28223,13541,7560,1311789
1998,"臺北市","Female",85740,82195,87962,104181,99465,107666,121474,128982,127029,110311,63529,55824,45054,37414,31102,20757,11394,8071,1328150
1998,"桃園市","Male",68733,73716,70126,79161,70983,70735,76136,75954,65677,49735,27904,24440,20033,28502,27534,13565,6016,2958,851908
1998,"桃園市","Female",62858,66925,64976,74976,67765,70174,76675,75133,65136,51239,29847,27203,21663,16271,12515,8044,4596,3080,799076
1998,"臺中","Male",94354,103178,103187,117029,104744,97425,105377,107145,95486,77731,44694,39755,32411,32806,28993,15228,6529,3133,1209205
1998,"臺中","Female",86635,94941,96114,110949,100950,100156,110790,110339,95711,76804,44753,41397,34088,27389,20261,13067,7269,4549,1176162
1998,"臺南","Male",62149,66547,70979,84180,80335,74423,80290,84848,76761,63320,37412,36231,33480,32238,25700,14965,6892,3610,934360
1998,"臺南","Female",56871,62030,66405,79871,76692,71522,76429,79150,70539,58686,36422,37049,35531,30230,22161,14636,8114,5404,887742
1998,"高雄","Male",92568,98373,101973,126433,127545,120291,120772,119639,112487,98190,58794,52381,41614,41837,36198,19530,8022,3672,1380319
1998,"高雄","Female",85902,90581,94547,119442,121158,113823,113871,116760,113054,98708,58369,52941,43395,33095,24609,15903,8076,4821,1309055
1998,"宜蘭縣","Male",17748,17783,17574,21206,20927,20871,20692,20180,17383,14255,9024,10653,9844,8971,7159,4111,1916,964,241261
1998,"宜蘭縣","Female",16263,16390,16356,20117,20041,18952,17952,18079,16280,13746,8756,10521,9494,7889,5675,4047,2285,1523,224366
1998,"新竹","Male",33071,33499,30574,35039,32609,33250,36969,36743,30578,24031,14509,14755,13195,13247,12234,7418,3588,1920,407229
1998,"新竹","Female",30430,30411,28555,32899,30857,32244,33849,32864,27897,22736,14140,15148,13383,11283,8956,5826,3249,2267,376994
1998,"苗栗縣","Male",21478,21416,21490,25949,24629,25034,25016,25215,21470,17456,11389,12898,12082,11049,8582,5062,2698,1546,294459
1998,"苗栗縣","Female",19582,19791,20187,24396,22931,21452,20065,20632,18082,15684,10623,11999,11327,10173,7930,5293,3100,2152,265399
1998,"彰化縣","Male",49601,50417,54318,65402,62630,55550,55255,55815,50100,41626,26713,27932,25311,22117,16109,9226,4612,2396,675130
1998,"彰化縣","Female",45567,45620,49630,61939,58897,50435,48233,48548,44125,37727,24203,25979,25051,22125,16508,11395,6263,4092,626337
1998,"南投縣","Male",20563,20159,20355,24951,23586,23440,24532,24848,21621,18322,11591,12498,11707,10810,8222,4681,2269,1206,285361
1998,"南投縣","Female",19048,18351,19337,23585,22141,20969,20379,20858,18549,15987,10960,11970,11315,10080,7544,4978,2737,1725,260513
1998,"雲林縣","Male",28471,23851,26152,33630,35112,34206,35477,33366,28482,25498,17712,19293,17918,15322,10859,5956,3078,1577,395960
1998,"雲林縣","Female",25672,21627,24724,31648,33441,28311,24795,24013,22341,20527,15901,18330,17961,16235,12034,7993,4624,2858,353035
1998,"嘉義","Male",30477,28555,29347,35882,36341,36125,38662,38228,32866,27623,17605,18852,18423,16876,12583,7406,3545,1846,431242
